Linfield College-McMinnville Campus (LC),82.8%
Willamette University,83.1%
Pacific University (Pacific),84.6%
Western Oregon University (Western Oregon State College),87.6%
Curtis Institute of Music,11.1%
University of Pennsylvania (Penn),12.6%
Swarthmore College,14.2%
Haverford College,22.9%
Lincoln University of Pennsylvania,25.0%
Bucknell University,27.0%
Carnegie Mellon University,27.8%
Lancaster General College of Nursing & Health Sciences (PA College),28.0%
Lehigh University (LU),32.6%
Lafayette College,34.5%
Franklin and Marshall College (F&M;),39.3%
Dickinson College,40.2%
Pennsylvania College of Art and Design,40.3%
Gettysburg College,40.3%
Washington & Jefferson College (W&J;),40.8%
Baptist Bible College & Seminary of Pennsylvania (BBC),41.2%
Bryn Mawr College,41.4%
Edinboro University of Pennsylvania,43.9%
Bryn Athyn College of the New Church,45.4%
Villanova University (VU),45.6%
Muhlenberg College,46.1%
Clarion University of Pennsylvania,46.7%
Albright College,46.7%
West Chester University of Pennsylvania (WCU),49.9%
Rosemont College,49.9%
La Roche College (LRC),52.0%
Lancaster Bible College,52.3%
Pennsylvania State University-Main Campus (Penn State),52.4%
Moore College of Art and Design,54.4%
Pennsylvania State University-World Campus,54.7%
Arcadia University (Beaver College),56.6%
Westminster College,56.6%
University of Pittsburgh-Pittsburgh Campus (Pitt),57.9%
Indiana University of Pennsylvania-Main Campus (IUP),58.3%
Misericordia University,58.8%
California University of Pennsylvania (Cal U),59.1%
Chatham University,59.6%
Lock Haven University (LHU),61.5%
Cedar Crest College,61.1%
Carlow University,61.2%
Slippery Rock University of Pennsylvania (SRU),61.4%
Bloomsburg University of Pennsylvania (BU),62.9%
Wilson College,62.2%
Millersville University of Pennsylvania (MU),62.9%
Allegheny College,63.3%
University of the Sciences (USP),63.3%
Messiah College,64.2%
Lebanon Valley College (LVC),64.8%
Thiel College,65.2%
Saint Vincent College,65.8%
Seton Hill University,66.2%
Widener University-Main Campus,66.3%
Gwynedd Mercy College,66.4%
Juniata College,66.4%
Eastern University,66.6%
Holy Family University (HF),67.1%
Temple University,67.2%
Kutztown University of Pennsylvania (KU),67.6%
University of Pittsburgh-Bradford,68.7%
University of Scranton,68.8%
Mansfield University of Pennsylvania (Mansfield University),69.0%
Marywood University (Marywood),69.1%
The University of the Arts (UArts),69.3%
Elizabethtown College,69.6%
Ursinus College,69.8%
King's College (Kings College),69.8%
DeSales University,71.6%
Lycoming College,71.6%
Philadelphia University (PhilaU),71.9%
Valley Forge Christian College (VFCC),72.2%
Geneva College,72.3%
Cabrini College,72.7%
La Salle University,73.9%
Cairn University (PBU),73.9%
York College Pennsylvania (YCP),73.9%
Saint Francis University,74.1%
Pennsylvania State University-Penn State Shenango,74.4%
Delaware Valley College,74.4%
Duquesne University (DU),74.7%
Drexel University,74.9%
Mount Aloysius College,75.9%
Susquehanna University,75.5%
Point Park University,76.2%
Wilkes University (Wilkes),76.3%
Waynesburg University (Waynesburg College),76.4%
Mercyhurst University,76.7%
Neumann University (Neumann),78.8%
Pennsylvania State University-Penn State Abington (PSU),78.2%
Moravian College and Moravian Theological Seminary,78.3%
Saint Joseph's University,78.3%
Pennsylvania State University-Penn State York,78.9%
Pennsylvania State University-Penn State Harrisburg,79.1%
Pennsylvania State University-Penn State Schuylkill,79.5%
Pennsylvania State University-Penn State New Kensington,79.9%
Immaculata University (IU),79.9%
Shippensburg University of Pennsylvania (Ship),80.6%
Alvernia University,80.5%
East Stroudsburg University of Pennsylvania (ESU),80.6%
Pennsylvania State University-Penn State Greater Allegheny,81.1%
Pennsylvania State University-Penn State Worthington Scranton,81.7%
Pennsylvania State University-Penn State Berks,81.8%
Robert Morris University (RMU),82.3%
Pennsylvania State University-Penn State Erie-Behrend College,82.5%
Gannon University,83.1%
Pennsylvania State University-Penn State Brandywine,83.3%
Grove City College,84.2%
Pennsylvania State University-Penn State Altoona,84.5%
Pennsylvania State University-Penn State Mont Alto,84.8%
University of Pittsburgh-Greensburg,85.6%
Pennsylvania State University-Penn State Beaver,86.4%
Pennsylvania State University-Penn State Hazleton,86.8%
Pennsylvania State University-Penn State Lehigh Valley,87.4%
Pennsylvania State University-Penn State Dubois,87.5%
Pennsylvania State University-Penn State Wilkes-Barre,87.8%
University of Pittsburgh-Johnstown (Pitt-Johnson),87.9%
Pennsylvania State University-Penn State Fayette- Eberly Campus,89.5%
Chestnut Hill College,90.0%
Keystone College,91.3%
Brown University,9.6%
Rhode Island School of Design (RISD),25.4%
Providence College (PC),61.0%
Salve Regina University,69.7%
Johnson & Wales University-Providence (JWU),71.4%
Rhode Island College (RIC),73.0%
Bryant University,76.7%
Roger Williams University (RWU),77.1%
University of Rhode Island (URI),85.4%
Newberry College,33.7%
Claflin University,39.1%
Lander University,42.3%
University of South Carolina-Aiken (USC Aiken),51.0%
Converse College,51.3%
Limestone College,53.1%
Presbyterian College,57.8%
Coker College (Coker),57.8%
Francis Marion University (FMU),58.9%
North Greenville University,60.5%
Wofford College,62.7%
University of South Carolina-Columbia (SC),63.1%
Clemson University (CU),63.3%
Columbia International University,64.3%
Columbia College,64.6%
University of South Carolina-Upstate (USC Upstate),64.9%
Erskine College,65.8%
Winthrop University,70.7%
Anderson University,71.2%
College of Charleston,73.5%
Coastal Carolina University,74.6%
University of South Carolina-Beaufort (USC Beaufort),74.6%
Citadel Military College of South Carolina,76.9%
Furman University,77.5%
Voorhees College,81.4%
Charleston Southern University (CSU),82.2%
Southern Wesleyan University (SWU),96.2%
South Carolina State University (SC State),97.1%
University of South Dakota (USD),49.3%
University of Sioux Falls,55.5%
Mount Marty College,71.4%
Dakota Wesleyan University,73.3%
Presentation College,73.5%
Augustana College,75.6%
South Dakota School of Mines and Technology,88.4%
Dakota State University (Dakota State),88.8%
Northern State University (NSU),89.8%
Black Hills State University (BHSU),91.0%
South Dakota State University (SDSU),91.7%
Fisk University,10.5%
Vanderbilt University (VU),14.2%
Le Moyne-Owen College,23.3%
Baptist Memorial College of Health Sciences,24.6%
Lane College,33.4%
Freed-Hardeman University,43.7%
Southern Adventist University,45.5%
Christian Brothers University (CBU),46.5%
Cumberland University (CU),47.1%
Memphis College of Art (MCA),50.2%
Bryan College-Dayton (William Jennings Bryan College),52.1%
Lipscomb University (David Lipscomb University),52.2%
Tennessee Temple University,53.3%
Hiwassee College,53.8%
Rhodes College,54.6%
Bethel University,55.3%
Sewanee-The University of the South,58.8%
Johnson University,59.6%
University of Memphis (U of M),62.4%
Maryville College,65.7%
Lincoln Memorial University (LMU),65.2%
Carson-Newman University,65.6%
Middle Tennessee State University (MTSU),66.9%
The University of Tennessee (UT),67.3%
Milligan College,67.3%
O'More College of Design,68.7%
King College,72.2%
Tusculum College,72.2%
Union University,75.0%
The University of Tennessee-Martin (UT Martin),75.5%
Tennessee Wesleyan College,75.8%
The University of Tennessee at Chattanooga (UTC),75.9%
Trevecca Nazarene University,76.7%
Austin Peay State University (APSU),83.5%
Belmont University,84.1%
East Tennessee State University (ETSU),86.9%
Lee University,89.1%
Tennessee Technological University (Tennessee Tech University),93.2%
Rice University,16.7%
Texas A & M University-Texarkana (A&M-Texarkana;),34.8%
Houston Baptist University (HBU),35.0%
University of Mary Hardin-Baylor (UMHB),35.9%
Southwestern Assemblies of God University,38.2%
Prairie View A & M University (PVAMU),39.2%
Texas A & M University-Commerce (A&M; Commerce),39.2%
Texas Christian University (TCU),40.9%
Dallas Baptist University (DBU),41.3%
LeTourneau University (LETU),43.3%
Abilene Christian University (ACU),45.5%
The University of Texas at Austin (UT Austin),46.7%
Texas A & M International University (A&M;),47.0%
Concordia University-Texas,48.7%
Texas Wesleyan University,49.6%
Howard Payne University,50.3%
University of Houston-Victoria,50.7%
The University of Texas at Dallas (UTD),52.0%
Texas Lutheran University (TLU),52.6%
Texas Southern University (TSU),53.1%
Hardin-Simmons University (HSU),53.6%
Southern Methodist University (SMU),53.8%
Huston-Tillotson University,54.1%
St. Mary's University,54.9%
McMurry University (McMurray University),54.9%
Texas A & M University-Galveston,55.3%
Stephen F Austin State University (SFASU),55.8%
University of Houston (UH),56.2%
Northwood University-Texas,58.6%
East Texas Baptist University,59.0%
Austin College,59.1%
Southwestern University (SU),60.5%
Baylor University,60.7%
Tarleton State University (Tarlton),62.1%
Saint Edward's University,62.8%
Schreiner University,63.4%
University of North Texas (UNT),64.2%
Texas Tech University (TTU),64.3%
Trinity University (Trinity),64.3%
Our Lady of the Lake University-San Antonio,64.9%
Sam Houston State University (SHSU),65.0%
Texas A & M University-College Station (Texas A&M;),66.9%
Texas State University-San Marcos (Texas State),66.1%
The University of Texas-Pan American (UT-Pan American),68.4%
The University of Texas at Arlington (UT Arlington),69.0%
West Texas A & M University (WTAMU),69.4%
Midwestern State University (MSU),75.3%
The University of Texas at San Antonio (UTSA),78.2%
The University of Texas at Tyler (UT Tyler),79.5%
University of St Thomas (UST),80.0%
The University of Texas of the Permian Basin (UT Permian Basin),81.9%
Sul Ross State University,85.1%
Paul Quinn College,85.5%
Texas Woman's University (TWU),86.2%
University of Dallas (UD),87.6%
Lamar University,88.4%
Texas A & M University-Corpus Christi,89.7%
Angelo State University (San Angelo State),90.3%
Lubbock Christian University,92.8%
Texas A & M University-Kingsville (TAMUK),93.5%
University of the Incarnate Word (UIW),94.1%
Wayland Baptist University (WBU),96.6%
The University of Texas at El Paso (UTEP),99.8%
North American College,100.0%
Brigham Young University-Provo (BYU),54.9%
Southern Utah University (SUU),57.3%
Westminster College,69.5%
University of Utah (The U),82.6%
Utah State University (USU),97.2%
Middlebury College,18.3%
Bennington College,63.0%
Norwich University,64.8%
Green Mountain College,67.4%
Champlain College,73.9%
University of Vermont (UVM),76.7%
Saint Michael's College,78.0%
Marlboro College,78.5%
Burlington College,78.4%
Landmark College,79.1%
Southern Vermont College (SVC),79.9%
Vermont Technical College (VTC),84.3%
Castleton State College,88.9%
Johnson State College,97.1%
Lyndon State College,97.8%
Washington and Lee University (W&L;),19.5%
University of Virginia-Main Campus (UVA),29.5%
University of Richmond (UR),30.3%
College of William and Mary (William and Mary),32.2%
Hampton University (HU),36.4%
Jefferson College of Health Sciences,41.5%
Virginia Military Institute (VMI),46.1%
Randolph-Macon College,54.0%
Bluefield College,53.2%
Mary Baldwin College (MBC),54.0%
George Mason University (Mason),54.9%
Bridgewater College (BC),54.3%
Hampden-Sydney College (HSC),55.6%
Averett University (AU),57.7%
James Madison University (JMU),61.3%
Virginia Commonwealth University (VCU),64.6%
Christopher Newport University (CNU),64.6%
Hollins University,66.0%
Norfolk State University (Norfolk State),67.3%
Lynchburg College (LC),67.4%
Roanoke College,69.3%
Eastern Mennonite University (EMU),70.1%
Virginia Polytechnic Institute and State University (Virginia Tech),70.4%
Emory & Henry College,72.1%
Old Dominion University (ODU),73.7%
Radford University (RU),76.4%
University of Mary Washington (Mary Washington College),76.8%
Shenandoah University (SU),77.0%
Longwood University (LU),77.6%
Sweet Briar College,79.3%
Marymount University,80.2%
Ferrum College,81.8%
Regent University,82.3%
The University of Virginia's College at Wise (UVA-Wise),82.9%
Randolph College,83.2%
Virginia State University (VSU),83.7%
Virginia Wesleyan College (VWC),85.8%
Virginia Union University,92.8%
Virginia Intermont College,98.3%
Southern Virginia University (SVU),98.8%
Saint Pauls College,100.0%
Trinity Lutheran College,45.5%
Whitman College,48.6%
Whitworth University,52.2%
University of Puget Sound,53.7%
University of Washington-Seattle Campus (UW-Seattle),58.4%
Gonzaga University (GU),61.6%
Cornish College of the Arts,61.8%
Northwest University,63.6%
Seattle University (Seattle U.),71.5%
Pacific Lutheran University (PLU),73.6%
University of Washington-Bothell Campus (UWB),73.7%
Walla Walla University,74.4%
Washington State University (WSU),76.0%
University of Washington-Tacoma Campus (UWT),77.0%
Eastern Washington University (EWU),79.0%
Seattle Pacific University (SPU),79.5%
Western Washington University,79.7%
Central Washington University (CWU),80.2%
Saint Martin's University,82.3%
The Evergreen State College (Evergreen),98.4%
Bluefield State College,39.6%
Alderson Broaddus College,40.6%
Ohio Valley University,41.5%
Bethany College,43.3%
West Virginia University Institute of Technology,45.9%
Concord University,49.1%
Fairmont State University (Fairmont State),54.9%
University of Charleston,56.0%
Wheeling Jesuit University,66.2%
West Virginia State University (WVSU),68.7%
West Liberty University,69.9%
Marshall University (MU),73.2%
West Virginia Wesleyan College,77.5%
Davis & Elkins College (Davis and Elkins College),79.2%
Glenville State College,84.1%
West Virginia University (WVU),84.8%
Shepherd University,87.5%
Cardinal Stritch University (Stritch),42.1%
Mount Mary College,48.8%
Silver Lake College of the Holy Family (SLC),53.0%
Marquette University,55.2%
Milwaukee School of Engineering (MSOE),57.0%
Lakeland College,60.5%
Alverno College,65.0%
Northland College,66.3%
Beloit College,67.1%
Wisconsin Lutheran College (WLC),67.7%
University of Wisconsin-Madison (UW),68.6%
Viterbo University (Viterbo),69.2%
Milwaukee Institute of Art & Design (MIAD),69.9%
Carthage College (Carthage),70.1%
Concordia University-Wisconsin (CUW),70.2%
Edgewood College,73.2%
University of Wisconsin-Stevens Point (UWSP),75.6%
Maranatha Baptist Bible College (MBBC),75.6%
Lawrence University (Lawrence),76.2%
University of Wisconsin-La Crosse (UW-L),76.5%
University of Wisconsin-Eau Claire (UW-Eau Claire),76.7%
Marian University,77.0%
Ripon College,77.5%
Carroll University,78.2%
University of Wisconsin-Parkside (UW-P),78.6%
Saint Norbert College (SNC),80.1%
University of Wisconsin-Whitewater (UW Whitewater),81.6%
University of Wisconsin-Oshkosh (OW Oshkosh),83.7%
University of Wisconsin-Green Bay (UW-Green Bay),85.6%
University of Wisconsin-Milwaukee (UWM),87.9%
University of Wisconsin-Stout (UW-Stout),88.4%
University of Wisconsin-Superior,89.4%
University of Wisconsin-River Falls (UW-River Falls),90.9%
University of Wisconsin-Platteville (UWP),96.9%
University of Wyoming (UW),96.0%
